exp,date,ab_1,ab_2,d_1,d_2,xMIC_1,xMIC_2,cfu,time_h,effect,effect_sd,author,organism,strain,col_1,col_2,col_3,MIC_1,MIC_2,char,notes,group,rep,condition,broth,prot
intra,170821,rif,pmb,4.8,0,0.15,0,53.3,24,2.1882207707,,vv,p_aeruginosa,ATCC27853,3,3,2,16,1,,,2,,,intracellular,0.752
intra,170821,rif,pmb,48,0,1.5,0,0.000105,24,-3.1829834944,,vv,p_aeruginosa,ATCC27853,7,1,16,16,1,,,5,,,intracellular,0.278
intra,170824,rif,pmb,4.8,0,0.15,0,42.2,24,1.8760819879,,vv,p_aeruginosa,ATCC27853,100,133,4,16,1,,,2,,,intracellular,0.5
intra,170824,rif,pmb,48,0,1.5,0,0.000193,24,-3.0988340301,,vv,p_aeruginosa,ATCC27853,10,6,42,16,1,,,5,,,intracellular,0.184
intra,171129,rif,pmb,4.8,0,0.15,0,0.18,24,-0.3944467637,,vv,p_aeruginosa,ATCC27853,20,5,2,16,1,,,2,,,intracellular,0.12
intra,171129,rif,pmb,48,0,1.5,0,0.000847,24,-2.5119292812,,vv,p_aeruginosa,ATCC27853,34,36,57,16,1,,,5,,,intracellular,0.11
intra,171204,rif,pmb,4.8,0,0.15,0,0.0133,24,-0.8847181791,,vv,p_aeruginosa,ATCC27853,16,4,NA,16,1,,,2,,,intracellular,0.15
intra,171204,rif,pmb,48,0,1.5,0,0.000307,24,-2.7118142513,,vv,p_aeruginosa,ATCC27853,10,20,16,16,1,,,5,,,intracellular,0.18
intra,180314,rif,pmb,4.8,0,0.3,0,48,24,1.8887,,hal,p_aeruginosa,ATCC27853,18,33,21,16,1,,,2,,,intracellular,0.291
intra,180314,rif,pmb,48,0,3,0,0.000653,24,-2.6194,,hal,p_aeruginosa,ATCC27853,43,NA,27,16,1,,,5,,,intracellular,0.129
intra,180328,rif,pmb,0,0,0,0,110,24,2.4,,hal,p_aeruginosa,ATCC27853,,,,16,1,,"measured during combination experiment",1,,,intracellular,0.211
intra,180405,rif,pmb,0,0,0,0,152,24,2.4,,vv,p_aeruginosa,ATCC27853,,,,16,1,,"measured during combination experiment",1,,,intracellular,0.221
intra,180409,rif,pmb,0,0,0,0,31,24,2.7080236561,,vv,p_aeruginosa,ATCC27853,,,,16,1,,"measured during combination experiment",1,,,intracellular,0.294
intra,180411,rif,pmb,0,0,0,0,210,24,2.071292301,,vv,p_aeruginosa,ATCC27853,,,,16,1,,"measured during combination experiment",1,,,intracellular,0.326
intra,180423,rif,pmb,0,0,0,0,135,24,2.428309541,,vv,p_aeruginosa,ATCC27853,45,102,NA,16,1,,,1,,,intracellular,0.292
intra,180528,rif,pmb,48,0,0,0,0.4211163048,0,0.0013037845,0.2211057575,vv,p_aeruginosa,ATCC27850,272,156,220,16,1,0,,5,,,intracellular,0.2290632299
intra,180528,rif,pmb,0,0,0,0,0.6827798546,1,0.2067776253,0.2801001985,vv,p_aeruginosa,ATCC27851,28,29,49,16,1,0,,1,,,intracellular,0.2313983093
intra,180528,rif,pmb,48,0,3,0,0.0178295012,1,-1.298151604,0.3044088428,vv,p_aeruginosa,ATCC27853,80,82,108,16,1,1,,5,,,intracellular,0.1932626392
intra,180528,rif,pmb,0,10,0,10,0.4258384629,1,0.0910922461,0.2387882231,vv,p_aeruginosa,ATCC27853,216,196,228,16,1,0,,6,,,intracellular,0.1883691367
intra,180528,rif,pmb,4.8,1,0.3,1,0.2683485478,1,-0.103624625,0.2503415898,vv,p_aeruginosa,ATCC27853,98,156,158,16,1,0,,4,,,intracellular,0.1858578814
intra,180528,rif,pmb,0,0,0,0,0.4873296358,2,0.2040264291,0.2323981366,vv,p_aeruginosa,ATCC27853,37,23,17,16,1,0,,1,,,intracellular,0.166208604
intra,180528,rif,pmb,48,0,3,0,0.0351055318,2,-0.9593978457,0.2824742646,vv,p_aeruginosa,ATCC27853,104,200,260,16,1,1,,5,,,intracellular,0.1744337472
intra,180528,rif,pmb,0,10,0,10,0.319852432,2,-0.0849401535,0.2314462754,vv,p_aeruginosa,ATCC27853,146,206,136,16,1,0,,6,,,intracellular,0.2122007521
intra,180528,rif,pmb,4.8,1,0.3,1,0.1314763459,2,-0.290915664,0.292909711,vv,p_aeruginosa,ATCC27853,89,76,42,16,1,0,,4,,,intracellular,0.1401588087
intra,180528,rif,pmb,0,0,0,0,1.0510556277,3,0.5266909418,0.2340459928,vv,p_aeruginosa,ATCC27853,41,59,60,16,1,0,,2,,,intracellular,0.170526496
intra,180528,rif,pmb,48,0,3,0,0.0399828193,3,-0.840372223,0.2649831176,vv,p_aeruginosa,ATCC27853,234,194,176,16,1,1,,5,,,intracellular,0.151043745
intra,180528,rif,pmb,0,10,0,10,0.5916715977,3,0.3854855117,0.2944357221,vv,p_aeruginosa,ATCC27853,372,348,200,16,1,0,,6,,,intracellular,0.1328777662
intra,180528,rif,pmb,4.8,1,0.3,1,0.0446942232,3,-0.9162513756,0.2816281254,vv,p_aeruginosa,ATCC27853,24,31,15,16,1,0,,4,,,intracellular,0.2010758334
intra,180528,rif,pmb,0,0,0,0,3.3809126534,5,1.1258078929,0.2630185058,vv,p_aeruginosa,ATCC27853,160,148,204,16,1,0,,1,,,intracellular,0.1380648629
intra,180528,rif,pmb,48,0,3,0,0.030388546,5,-1.0977850681,0.3336959572,vv,p_aeruginosa,ATCC27853,174,224,90,16,1,1,,5,,,intracellular,0.2076596402
intra,180528,rif,pmb,0,10,0,10,0.6121802195,5,0.1442987147,0.2230880104,vv,p_aeruginosa,ATCC27853,294,356,274,16,1,0,,6,,,intracellular,0.2395728978
intra,180528,rif,pmb,4.8,1,0.3,1,0.0171215828,5,-1.439564922,0.2491516053,vv,p_aeruginosa,ATCC27853,98,97,66,16,1,0,,4,,,intracellular,0.257019421
intra,180528,rif,pmb,0,0,0,0,155.0234858619,24,2.3091330311,0.2758679759,vv,p_aeruginosa,ATCC27853,66,63,112,16,1,0,,1,,,intracellular,0.41507022
intra,180528,rif,pmb,48,0,3,0,0.0032748919,24,-2.0991275914,0.2456901531,vv,p_aeruginosa,ATCC27853,174,166,152,16,1,1,,5,,,intracellular,0.2244820759
intra,180528,rif,pmb,0,10,0,10,0.4284965849,24,-0.219217051,0.2327385147,vv,p_aeruginosa,ATCC27853,224,224,196,16,1,0,,6,,,intracellular,0.3872768382
intra,180528,rif,pmb,4.8,1,0.3,1,0.0005050162,24,-3.127576934,0.2216693898,vv,p_aeruginosa,ATCC27853,28,23,25,16,1,0,,4,,,intracellular,0.3696062698
intra,180529,rif,pmb,48,0,0,0,0.3563180258,0,0.0004369372,0.1265575255,vv,p_aeruginosa,ATCC27850,272,198,105,16,1,0,,5,,,intracellular,0.2867657854
intra,180529,rif,pmb,0,0,0,0,0.2566027464,1,0.1631917769,0.3335850411,vv,p_aeruginosa,ATCC27851,12,22,8,16,1,0,,1,,,intracellular,0.1419698099
intra,180529,rif,pmb,48,0,3,0,0.0131959584,1,-1.5370564924,0.1343530906,vv,p_aeruginosa,ATCC27853,68,66,64,16,1,1,,5,,,intracellular,0.3661203815
intra,180529,rif,pmb,0,10,0,10,0.4019903465,1,-0.0629469104,0.127721847,vv,p_aeruginosa,ATCC27853,204,186,214,16,1,0,,6,,,intracellular,0.3743596321
intra,180529,rif,pmb,4.8,1,0.3,1,0.183535058,1,-0.1148279367,0.2321148427,vv,p_aeruginosa,ATCC27853,92,100,84,16,1,0,,4,,,intracellular,0.1926076123
intra,180529,rif,pmb,0,0,0,0,0.4218512387,2,0.1251008824,0.1643816485,vv,p_aeruginosa,ATCC27853,23,24,17,16,1,0,,1,,,intracellular,0.254791493
intra,180529,rif,pmb,48,0,3,0,0.0223950669,2,-1.1731006296,0.1663943969,vv,p_aeruginosa,ATCC27853,9,12,13,16,1,1,,5,,,intracellular,0.2687691835
intra,180529,rif,pmb,0,10,0,10,0.2852445546,2,0.1243877586,0.2344129441,vv,p_aeruginosa,ATCC27853,216,121,111,16,1,0,,6,,,intracellular,0.1725663372
intra,180529,rif,pmb,4.8,1,0.3,1,0.0730988839,2,-0.4701084098,0.1898663466,vv,p_aeruginosa,ATCC27853,35,31,45,16,1,0,,4,,,intracellular,0.1738383669
intra,180529,rif,pmb,0,0,0,0,0.8651360228,3,0.6256331671,0.2900750375,vv,p_aeruginosa,ATCC27853,71,60,19,16,1,0,,1,,,intracellular,0.1650356264
intra,180529,rif,pmb,48,0,3,0,0.0235758827,3,-0.9263773146,0.1699904219,vv,p_aeruginosa,ATCC27853,140,90,130,16,1,1,,5,,,intracellular,0.1603141119
intra,180529,rif,pmb,0,10,0,10,0.5067264688,3,0.4273205317,0.1384496208,vv,p_aeruginosa,ATCC27853,232,254,276,16,1,0,,6,,,intracellular,0.1526087854
intra,180529,rif,pmb,4.8,1,0.3,1,0.0500373055,3,-0.6021856196,0.1601952565,vv,p_aeruginosa,ATCC27853,29,27,20,16,1,0,,4,,,intracellular,0.1612894689
intra,180529,rif,pmb,0,0,0,0,2.4764708735,5,1.1351972041,0.1518724167,vv,p_aeruginosa,ATCC27853,128,144,103,16,1,0,,1,,,intracellular,0.1461377774
intra,180529,rif,pmb,48,0,3,0,0.0853434775,5,-0.4622778463,0.1524840715,vv,p_aeruginosa,ATCC27853,37,50,42,16,1,1,,5,,,intracellular,0.1993309143
intra,180529,rif,pmb,0,10,0,10,0.4325678404,5,0.417482088,0.1310193574,vv,p_aeruginosa,ATCC27853,194,212,246,16,1,0,,6,,,intracellular,0.1332596345
intra,180529,rif,pmb,4.8,1,0.3,1,0.0285506247,5,-0.7906765015,0.1469440284,vv,p_aeruginosa,ATCC27853,156,126,148,16,1,1,,4,,,intracellular,0.1420425938
intra,180529,rif,pmb,0,0,0,0,404.321673032,24,3.039723027,0.1647756157,vv,p_aeruginosa,ATCC27853,152,254,214,16,1,0,,1,,,intracellular,0.2972558922
intra,180529,rif,pmb,48,0,3,0,0.0058160399,24,-1.4836090427,0.1974284875,vv,p_aeruginosa,ATCC27853,188,332,394,16,1,1,,5,,,intracellular,0.1426799343
intra,180529,rif,pmb,0,10,0,10,0.4493811543,24,0.2416738714,0.1685043792,vv,p_aeruginosa,ATCC27853,182,212,294,16,1,0,,6,,,intracellular,0.2075235851
intra,180529,rif,pmb,4.8,1,0.3,1,0.0049434481,24,-1.6014878975,0.1421905528,vv,p_aeruginosa,ATCC27853,260,220,264,16,1,1,,4,,,intracellular,0.1590905399
extra,171101,rif,pmb,0,1,0,1,0.226,24,-0.5254946901,NA,vv,p_aeruginosa,ATCC27853,35,152,1524,,2,0,,3,bio99,brussels,MHBII_pH7.4,NA
extra,171101,rif,pmb,0,10,0,10,NA,24,NA,NA,vv,p_aeruginosa,ATCC27853,NA,NA,NA,,2,0,,6,bio99,brussels,MHBII_pH7.4,NA
extra,171113,rif,pmb,0,1,0,0.5,0.032,24,-1.4970133559,NA,vv,p_aeruginosa,ATCC27853,16,NA,NA,,2,1,"droptest problems + plate contamination",3,bio98,brussels,MHBII_pH7.4,NA
extra,171113,rif,pmb,0,10,0,5,0.008,24,-2.113087709,NA,vv,p_aeruginosa,ATCC27853,3,5,NA,,2,1,"droptest problems + plate contamination",6,bio98,brussels,MHBII_pH7.4,NA
extra,171115,rif,pmb,0,1,0,0.5,0.375,24,-0.8679286933,NA,vv,p_aeruginosa,ATCC27853,4368,364,888,,2,0,,3,bio97,brussels,MHBII_pH7.4,NA
extra,180205,rif,pmb,0,1,0,1,0.7933333333,24,0.7894406209,NA,vv,p_aeruginosa,ATCC27853,75,NA,44,,1,0,,3,bio96,brussels,MHBII_pH7.4,NA
extra,180205,rif,pmb,0,10,0,10,0.0123333333,24,-1.4665696771,NA,vv,p_aeruginosa,ATCC27853,10,21,154,,1,0,,6,bio96,brussels,MHBII_pH7.4,NA
extra,180206,rif,pmb,0,1,0,1,0.742,24,0.5227608496,NA,hal,p_aeruginosa,ATCC27853,33,170,910,,1,0,,3,bio95,brussels,MHBII_pH7.4,NA
extra,180206,rif,pmb,0,10,0,10,0.0011333333,24,-1.4827916469,NA,hal,p_aeruginosa,ATCC27853,NA,NA,17,,1,0,,6,bio95,brussels,MHBII_pH7.4,NA
extra,171101,rif,pmb,4.8,0,0.15,0,168,24,2.7065370778,NA,vv,p_aeruginosa,ATCC27853,498,934,1086,32,,0,,2,bio94,brussels,MHBII_pH7.4,NA
extra,171101,rif,pmb,48,0,1.5,0,0.207,24,-0.2001853932,NA,vv,p_aeruginosa,ATCC27853,122,62,1272,32,,1,,5,bio94,brussels,MHBII_pH7.4,NA
extra,171113,rif,pmb,4.8,0,0.15,0,14.7,24,1.4480636761,NA,vv,p_aeruginosa,ATCC27853,9,7,6,32,,0,,2,bio93,brussels,MHBII_pH7.4,NA
extra,171115,rif,pmb,4.8,0,0.15,0,13.3,24,0.8978583241,NA,vv,p_aeruginosa,ATCC27853,5,8,7,32,,0,,2,bio92,brussels,MHBII_pH7.4,NA
extra,171115,rif,pmb,48,0,1.5,0,0.111,24,-1.2008706089,NA,vv,p_aeruginosa,ATCC27853,78,55,33,32,,1,,5,bio92,brussels,MHBII_pH7.4,NA
extra,171123,rif,pmb,4.8,0,0.15,0,96.7,24,1.7696663084,NA,vv,p_aeruginosa,ATCC27853,55,50,40,32,,0,,2,bio91,brussels,MHBII_pH7.4,NA
extra,171123,rif,pmb,48,0,1.5,0,0.084,24,-1.3376432947,NA,vv,p_aeruginosa,ATCC27853,26,28,72,32,,1,,5,bio91,brussels,MHBII_pH7.4,NA
extra,180214,rif,pmb,4.8,0,0.3,0,60,24,2.7342582896,NA,hal,p_aeruginosa,ATCC27853,35,34,21,16,,0,,2,bio90,brussels,MHBII_pH7.4,NA
extra,180214,rif,pmb,48,0,3,0,0.076,24,-0.8921591492,NA,hal,p_aeruginosa,ATCC27853,110,1,3,16,,1,,5,bio90,brussels,MHBII_pH7.4,NA
extra,180404,rif,pmb,0,0,0,0,2070,24,3.6,NA,vv,p_aeruginosa,ATCC27853,92,99,121,16,,0,"measured during combination experiment",1,bio89,brussels,MHBII_pH7.4,NA
extra,171115,rif,pmb,0,10,0,5,0.0068,24,-3.0835035455,NA,vv,p_aeruginosa,ATCC27853,91,9,2,,2,0,,6,bio88,brussels,MHBII_pH7.4,NA
extra,171123,rif,pmb,0,1,0,0.5,0.667,24,-0.7658244576,NA,vv,p_aeruginosa,ATCC27853,5512,2176,2320,,2,0,,3,bio87,brussels,MHBII_pH7.4,NA
extra,171123,rif,pmb,0,10,0,5,0.0583,24,-2.0452229503,NA,vv,p_aeruginosa,ATCC27853,700,24,151,,2,0,,6,bio87,brussels,MHBII_pH7.4,NA
extra,181025,rif,pmb,2.4,0,0.3,0,109.544511501,24,2.5117384313,,vv,p_aeruginosa,ATCC27853,6,,,8,0.25,0,NA,2,bio1,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,2.4,0.075,0.3,0.3,0.0004472136,24,-2.8773371938,,vv,p_aeruginosa,ATCC27853,5,,,8,0.25,0,NA,4,bio1,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,0,0.075,0,0.3,9.7570487341,24,1.4614662825,,vv,p_aeruginosa,ATCC27853,34,,,8,0.25,0,NA,7,bio1,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,0,0.75,0,3,0.0002,24,-3.226822196,,vv,p_aeruginosa,ATCC27853,2,,,8,0.25,0,NA,8,bio1,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,2.4,0,0.3,0,103.9230484541,24,2.4566116281,,vv,p_aeruginosa,ATCC27853,27,,,8,0.25,0,NA,2,bio2,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,2.4,0.075,0.3,0.3,0.0001414214,24,-3.4095852518,,vv,p_aeruginosa,ATCC27853,1,,,8,0.25,0,NA,4,bio2,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,0,0.075,0,0.3,0.0077974355,24,-1.66814846,,vv,p_aeruginosa,ATCC27853,19,,,8,0.25,0,NA,7,bio2,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,0,0.75,0,3,0.0002,24,-3.259070254,,vv,p_aeruginosa,ATCC27853,2,,,8,0.25,0,NA,8,bio2,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,24,0,3,0,0.018,24,-1.2725796866,,vv,p_aeruginosa,ATCC27853,9,,,8,0.25,1,NA,5,bio1,,MHBII_pH5.5_MES100mM,
extra,181025,rif,pmb,24,0,3,0,0.014,24,-1.413972214,,vv,p_aeruginosa,ATCC27853,7,,,8,0.25,1,NA,5,bio2,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,2.4,0,0.3,0,140,24,2.0464195443,,vv,p_aeruginosa,ATCC27853,7,,,8,0.25,0,NA,2,bio1,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,24,0,3,0,NA,24,NA,,vv,p_aeruginosa,ATCC27853,#VALUE!,,,8,0.25,0,NA,5,bio1,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,2.4,0.075,0.3,0.3,NA,24,NA,,vv,p_aeruginosa,ATCC27853,#VALUE!,,,8,0.25,0,NA,4,bio1,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,0,0.075,0,0.3,1.8,24,0.1555640137,,vv,p_aeruginosa,ATCC27853,9,,,8,0.25,0,NA,7,bio1,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,0,0.75,0,3,0.0001,24,-4.0997084914,,vv,p_aeruginosa,ATCC27853,0.5,,,8,0.25,0,NA,8,bio1,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,2.4,0,0.3,0,60,24,1.5248024081,,vv,p_aeruginosa,ATCC27853,30,,,8,0.25,0,NA,2,bio2,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,24,0,3,0,0.0001,24,-4.2533488423,,vv,p_aeruginosa,ATCC27853,0.5,,,8,0.25,0,NA,5,bio2,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,2.4,0.075,0.3,0.3,NA,24,NA,,vv,p_aeruginosa,ATCC27853,#VALUE!,,,8,0.25,0,NA,4,bio2,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,0,0.075,0,0.3,2.4,24,0.1268623995,,vv,p_aeruginosa,ATCC27853,24,,,8,0.25,0,NA,7,bio2,,MHBII_pH5.5_MES100mM,
extra,181206,rif,pmb,0,0.75,0,3,0.0008,24,-3.3502588553,,vv,p_aeruginosa,ATCC27853,8,,,8,0.25,0,NA,8,bio2,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,1.24,0,0,0.15,vv,p_aeruginosa,ATCC27850,12,10,16,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,1.24,0,0,0.15,vv,p_aeruginosa,ATCC27850,12,10,16,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,1.24,0,0,0.15,vv,p_aeruginosa,ATCC27850,12,10,16,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,1.24,0,0,0.15,vv,p_aeruginosa,ATCC27850,12,10,16,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,1.24,0,0,0.15,vv,p_aeruginosa,ATCC27850,12,10,16,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,1.24,0,0,0.15,vv,p_aeruginosa,ATCC27850,12,10,16,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,0,0.9,0.25,-0.14,NA,vv,p_aeruginosa,ATCC27851,9,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,1.1,0.25,-0.05,NA,vv,p_aeruginosa,ATCC27853,11,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,1,0,0.3,1.7,0.25,0.14,NA,vv,p_aeruginosa,ATCC27853,17,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,1,0.25,-0.09,NA,vv,p_aeruginosa,ATCC27853,10,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,1,0.25,-0.09,NA,vv,p_aeruginosa,ATCC27853,10,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,0.9,0.25,-0.14,NA,vv,p_aeruginosa,ATCC27853,9,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,1.4,0.5,0.05,NA,vv,p_aeruginosa,ATCC27853,14,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,1,0.5,-0.09,NA,vv,p_aeruginosa,ATCC27853,10,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.075,0,0.3,1.2,0.5,-0.01,NA,vv,p_aeruginosa,ATCC27853,12,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,0.6,0.5,-0.32,NA,vv,p_aeruginosa,ATCC27853,6,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,1.4,0.5,0.05,NA,vv,p_aeruginosa,ATCC27853,14,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,1,0.5,-0.09,NA,vv,p_aeruginosa,ATCC27853,10,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,1.1,0.75,-0.05,NA,vv,p_aeruginosa,ATCC27853,11,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,1.1,0.75,-0.05,NA,vv,p_aeruginosa,ATCC27853,11,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.075,0,0.3,1.2,0.75,-0.01,NA,vv,p_aeruginosa,ATCC27853,12,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,1.9,0.75,0.18,NA,vv,p_aeruginosa,ATCC27853,19,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,1.3,0.75,0.02,NA,vv,p_aeruginosa,ATCC27853,13,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,1.4,0.75,0.05,NA,vv,p_aeruginosa,ATCC27853,14,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,1.4,1,0.05,NA,vv,p_aeruginosa,ATCC27853,14,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,1.2,1,-0.01,NA,vv,p_aeruginosa,ATCC27853,12,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.075,0,0.3,1.2,1,-0.01,NA,vv,p_aeruginosa,ATCC27853,12,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,1.1,1,-0.05,NA,vv,p_aeruginosa,ATCC27853,11,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,1.2,1,-0.01,NA,vv,p_aeruginosa,ATCC27854,12,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,0.7,1,-0.25,NA,vv,p_aeruginosa,ATCC27855,7,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,1.3,2,0.02,NA,vv,p_aeruginosa,ATCC27856,13,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,1,2,-0.09,NA,vv,p_aeruginosa,ATCC27857,10,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.075,0,0.3,1.1,2,-0.05,NA,vv,p_aeruginosa,ATCC27858,11,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,0.22,2,-0.75,NA,vv,p_aeruginosa,ATCC27859,22,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,0.4,2,-0.49,NA,vv,p_aeruginosa,ATCC27860,4,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,1,2,-0.09,NA,vv,p_aeruginosa,ATCC27861,10,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,2.2,3,0.25,NA,vv,p_aeruginosa,ATCC27851,22,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,1.7,3,0.14,NA,vv,p_aeruginosa,ATCC27853,17,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,1,0,0.3,1.2,3,-0.01,NA,vv,p_aeruginosa,ATCC27853,12,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,0.13,3,-0.98,NA,vv,p_aeruginosa,ATCC27853,13,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,0.29,3,-0.63,NA,vv,p_aeruginosa,ATCC27853,29,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,0.5,3,-0.39,NA,vv,p_aeruginosa,ATCC27853,5,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,6,5,0.68,NA,vv,p_aeruginosa,ATCC27853,6,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0,0.3,0,7,5,0.75,NA,vv,p_aeruginosa,ATCC27853,7,,,8,0.25,,,2,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.075,0,0.3,0.4,5,-0.49,NA,vv,p_aeruginosa,ATCC27853,4,,,8,0.25,,,7,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,2.4,0.075,0.3,0.3,0.06,5,-1.32,NA,vv,p_aeruginosa,ATCC27853,6,,,8,0.25,,,4,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,24,0,3,0,0.07,5,-1.25,NA,vv,p_aeruginosa,ATCC27853,7,,,8,0.25,,,5,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0.75,0,3,0.4,5,-0.49,NA,vv,p_aeruginosa,ATCC27853,4,,,8,0.25,,,8,bio1,,MHBII_pH5.5_MES100mM,
extra,190104,rif,pmb,0,0,0,,11000,24,3.95,NA,vv,p_aeruginosa,ATCC27853,11,,,8,0.25,,,1,bio1,,MHBII_pH5.5_MES100mM,
